price,speed,hd,ram,screen,cd,multi,premium,ads,trend
2544,75,426,8,14,yes,no,yes,307,16
2929,66,527,16,15,yes,yes,yes,307,16
3149,66,527,16,17,yes,no,yes,307,16
2425,33,424,8,17,yes,no,yes,307,16
1999,66,450,4,14,no,no,yes,307,16
3090,100,528,16,14,yes,no,yes,307,16
1894,33,214,4,14,yes,yes,yes,307,16
1195,25,107,2,14,no,no,yes,307,16
2124,33,240,4,14,yes,yes,no,307,16
1794,33,212,4,14,yes,yes,yes,307,16
2690,66,528,16,14,yes,no,yes,307,16
2644,33,528,16,14,yes,no,yes,307,16
2499,66,340,4,14,no,no,no,307,16
1995,33,426,8,14,yes,no,yes,307,16
2195,100,214,4,14,no,no,yes,307,16
2904,66,340,8,17,yes,no,yes,307,16
2320,66,528,8,14,yes,no,yes,307,16
2219,33,340,4,14,no,no,no,307,16
2344,25,528,16,14,yes,no,yes,307,16
1744,50,107,2,14,no,no,yes,307,16
1939,33,212,4,14,no,no,no,307,16
1599,33,170,4,14,yes,no,yes,307,16
3099,100,527,16,15,yes,no,yes,307,16
1509,25,120,4,15,no,no,no,307,16
2690,66,528,16,15,yes,no,yes,307,16
1744,33,214,4,14,no,no,yes,307,16
3299,66,1000,16,15,yes,no,yes,307,16
2355,66,340,8,15,yes,no,yes,307,16
1589,25,212,4,14,no,no,no,307,16
3019,66,340,8,15,no,no,no,307,16
1595,66,214,4,14,no,no,yes,307,16
2819,66,212,4,17,no,no,no,307,16
1694,33,107,2,14,yes,yes,yes,307,16
2499,100,527,8,14,yes,no,yes,307,16
2090,33,426,8,14,yes,no,yes,307,16
1690,33,214,4,14,no,no,yes,307,16
3799,66,527,8,17,no,no,no,307,16
2195,66,426,8,14,yes,no,yes,307,16
1290,25,107,2,15,no,no,yes,307,16
2844,66,528,16,14,yes,no,yes,307,16
2290,100,214,4,15,no,no,yes,307,16
1690,66,107,2,14,no,no,yes,307,16
1844,50,214,4,14,no,no,yes,307,16
1544,25,214,4,14,no,no,yes,307,16
2090,33,426,8,15,yes,no,yes,307,16
2195,50,420,8,15,yes,no,yes,307,16
1739,33,120,4,14,no,no,no,307,16
2144,100,107,2,14,no,no,yes,307,16
2999,100,527,16,15,yes,no,yes,307,16
2044,75,107,2,14,no,no,yes,307,16
2845,66,540,8,17,yes,no,yes,307,16
2844,100,426,8,14,yes,no,yes,307,16
2520,75,528,8,14,yes,no,yes,307,16
1995,33,424,8,14,yes,no,yes,307,16
1825,66,425,8,15,no,no,yes,307,16
2929,50,340,4,17,no,no,no,307,16
2744,50,528,16,14,yes,no,yes,307,16
3399,100,1000,16,15,yes,no,yes,307,16
1699,33,340,4,14,no,no,yes,307,16
1794,50,107,2,14,yes,yes,yes,307,16
1795,50,420,4,14,yes,no,yes,307,16
2244,100,107,2,14,no,no,yes,307,16
1790,50,214,4,14,no,no,yes,307,16
2294,100,107,2,14,yes,yes,yes,307,16
3049,100,527,16,15,yes,no,yes,307,16
1594,33,340,4,15,yes,no,yes,307,16
1590,50,107,2,14,no,no,yes,307,16
2029,33,340,8,14,yes,yes,yes,307,16
2499,100,340,8,15,yes,no,yes,307,16
1495,50,107,2,14,no,no,yes,307,16
2090,100,107,2,15,no,no,yes,307,16
1795,66,214,4,14,no,no,yes,307,16
3304,66,420,16,17,yes,no,yes,307,16
2799,50,340,8,15,yes,yes,yes,307,16
1490,33,107,2,15,no,no,yes,307,16
2795,75,528,16,14,yes,no,yes,307,16
3239,50,340,8,17,no,no,no,307,16
1690,33,340,4,14,yes,yes,yes,307,16
1899,33,340,8,14,yes,no,yes,307,16
2343,66,426,8,14,yes,yes,yes,307,16
1744,66,107,2,14,no,no,yes,307,16
1999,33,340,8,15,yes,no,yes,307,16
1359,25,120,4,14,no,no,no,307,16
3659,66,424,8,17,no,no,no,307,16
3129,100,527,16,15,yes,yes,yes,307,16
1889,33,120,4,15,no,no,no,307,16
2359,50,340,4,14,no,no,no,307,16
2419,33,212,4,17,no,no,no,307,16
2290,66,426,8,15,yes,no,yes,307,16
1999,33,340,8,14,yes,no,yes,307,16
1890,25,426,8,15,yes,no,yes,307,16
2290,100,214,4,14,no,no,yes,307,16
1849,33,212,4,14,no,no,no,307,16
1844,66,107,2,14,no,no,yes,307,16
2494,100,214,4,14,yes,yes,yes,307,16
1929,25,120,4,17,no,no,no,307,16
3249,100,527,16,17,yes,no,yes,307,16
1475,33,340,4,14,no,no,yes,307,16
1295,33,212,4,14,no,no,yes,307,16
1259,25,120,4,14,no,no,no,307,16
1444,25,107,2,14,no,no,yes,307,16
2799,66,527,16,15,yes,no,yes,307,16
1749,33,212,4,14,no,no,no,307,16
1499,33,170,4,14,yes,no,yes,307,16
2344,50,426,8,14,yes,no,yes,307,16
2495,66,540,8,15,yes,no,yes,307,16
2590,50,528,16,15,yes,no,yes,307,16
1344,25,107,2,14,no,no,yes,307,16
1595,66,107,2,14,no,no,yes,307,16
1920,25,528,8,14,yes,no,yes,307,16
3499,100,1000,16,15,yes,no,yes,307,16
2595,100,426,8,14,yes,no,yes,307,16
1399,33,170,4,14,yes,no,yes,307,16
2143,33,426,8,14,yes,yes,yes,307,16
1395,33,214,4,14,no,no,yes,307,16
1595,33,214,4,14,no,no,yes,307,16
1690,66,107,2,15,no,no,yes,307,16
1795,25,426,8,14,yes,no,yes,307,16
2944,75,528,16,14,yes,no,yes,307,16
1849,33,340,4,14,no,no,no,307,16
1469,33,340,4,14,no,no,yes,307,16
1594,33,212,4,14,yes,yes,yes,307,16
1865,33,425,8,15,yes,no,yes,307,16
1395,25,214,4,14,no,no,yes,307,16
1290,25,107,2,14,no,no,yes,307,16
2644,75,426,8,14,yes,no,yes,307,16
1999,66,340,8,15,yes,no,yes,307,16
2395,33,528,16,14,yes,no,yes,307,16
2645,66,424,8,17,yes,no,yes,307,16
3349,100,527,16,17,yes,no,yes,307,16
2120,33,528,8,14,yes,no,yes,307,16
1994,50,214,4,14,yes,yes,yes,307,16
3044,75,528,16,14,yes,no,yes,307,16
1890,66,214,4,15,no,no,yes,307,16
1595,33,214,4,14,no,no,yes,307,16
1890,66,214,4,14,no,no,yes,307,16
1944,75,107,2,14,no,no,yes,307,16
2319,33,340,4,14,no,no,no,307,16
1995,66,425,8,15,yes,no,yes,307,16
1689,25,212,4,14,no,no,no,307,16
2609,33,212,4,17,no,no,no,307,16
2819,50,340,8,15,no,no,no,307,16
1195,25,214,4,14,no,no,yes,307,16
2039,33,212,4,14,no,no,no,307,16
2425,50,212,8,17,yes,yes,yes,307,16
1544,33,107,2,14,no,no,yes,307,16
1990,50,420,4,14,yes,yes,yes,307,16
2995,100,528,16,14,yes,no,yes,307,16
2344,100,214,4,14,no,no,yes,307,16
3439,66,340,8,17,no,no,no,307,16
1895,100,340,4,14,no,no,yes,307,16
2444,66,426,8,14,yes,no,yes,307,16
3129,66,527,8,14,no,no,no,307,16
1999,33,212,4,15,no,no,no,307,16
2249,66,212,4,14,no,no,no,307,16
2490,33,528,16,14,yes,no,yes,307,16
2899,100,527,16,15,yes,no,yes,307,16
2744,50,420,8,17,yes,no,yes,307,16
2195,25,528,16,14,yes,no,yes,307,16
2344,66,426,8,14,yes,no,yes,307,16
2294,75,214,4,14,yes,yes,yes,307,16
2094,66,214,4,14,yes,yes,yes,307,16
1495,33,340,4,14,yes,no,yes,307,16
2190,50,426,8,15,yes,no,yes,307,16
3379,66,527,8,15,no,no,no,307,16
2469,33,340,4,15,no,no,no,307,16
1645,33,340,4,14,yes,no,yes,307,16
2244,75,214,4,14,no,no,yes,307,16
2290,66,426,8,14,yes,no,yes,307,16
2090,100,107,2,14,no,no,yes,307,16
2343,66,426,8,14,yes,yes,yes,307,16
1644,50,107,2,14,no,no,yes,307,16
2220,50,528,8,14,yes,no,yes,307,16
2690,100,426,8,15,yes,no,yes,307,16
1839,25,212,4,15,no,no,no,307,16
1990,100,340,4,15,no,no,yes,307,16
1490,33,107,2,14,no,no,yes,307,16
2544,33,528,16,14,yes,no,yes,307,16
2509,50,340,4,15,no,no,no,307,16
2144,75,214,4,14,no,no,yes,307,16
2095,50,426,8,14,yes,no,yes,307,16
1695,50,214,4,14,no,no,yes,307,16
3144,100,528,16,14,yes,no,yes,307,16
1490,25,214,4,15,no,no,yes,307,16
1499,33,170,4,15,yes,no,yes,307,16
2099,33,340,8,14,yes,no,yes,307,16
1595,66,340,4,14,no,no,yes,307,16
1644,25,214,4,14,no,no,yes,307,16
1995,33,426,8,14,yes,no,yes,307,16
2769,66,340,8,14,no,no,no,307,16
2669,50,340,8,14,no,no,no,307,16
2744,100,426,8,14,yes,no,yes,307,16
1490,25,214,4,14,no,no,yes,307,16
2889,33,340,4,17,no,no,no,307,16
1925,33,212,4,17,no,no,yes,307,16
2444,25,528,16,14,yes,no,yes,307,16
2195,66,426,8,14,yes,no,yes,307,16
2775,66,420,16,15,yes,no,yes,307,16
2499,66,528,16,15,yes,no,yes,307,16
2199,50,450,8,15,no,no,yes,307,16
1399,33,270,4,14,no,no,yes,307,16
2290,25,528,16,15,yes,no,yes,307,16
2490,75,426,8,15,yes,no,yes,307,16
2899,66,527,16,15,yes,no,yes,307,16
2090,75,214,4,15,no,no,yes,307,16
1499,50,340,4,14,no,no,yes,307,16
2695,66,528,8,15,yes,no,yes,307,16
1690,66,340,4,15,no,no,yes,307,16
2390,50,420,8,15,yes,yes,yes,307,16
2399,100,340,8,14,yes,no,yes,307,16
1590,50,107,2,15,no,no,yes,307,16
2244,33,426,8,14,yes,no,yes,307,16
2744,66,528,16,14,yes,no,yes,307,16
2190,50,426,8,14,yes,no,yes,307,16
2065,100,340,4,14,yes,no,yes,307,16
1495,33,212,4,14,no,no,yes,307,16
2529,100,340,8,14,yes,yes,yes,307,16
1690,33,214,4,15,no,no,yes,307,16
2569,50,340,8,14,no,no,no,307,16
3239,66,424,8,15,no,no,no,307,16
2044,66,214,4,14,no,no,yes,307,16
1299,33,340,4,14,no,no,yes,307,16
2199,50,425,8,15,yes,no,yes,307,16
1495,50,214,4,14,no,no,yes,307,16
2775,66,530,16,17,no,no,yes,307,16
2444,100,214,4,14,no,no,yes,307,16
1894,66,107,2,14,yes,yes,yes,307,16
2890,75,528,16,14,yes,no,yes,307,16
1795,66,340,8,14,no,no,yes,307,16
2644,50,528,16,14,yes,no,yes,307,16
1725,33,212,4,17,no,no,yes,307,16
1795,75,107,2,14,no,no,yes,307,16
3244,100,528,16,14,yes,no,yes,307,16
2395,75,426,8,14,yes,no,yes,307,16
2259,25,212,4,17,no,no,no,307,16
2599,66,450,8,15,yes,no,yes,307,16
1695,50,340,8,14,no,no,yes,307,16
3029,100,527,16,15,yes,yes,yes,307,16
1639,33,120,4,14,no,no,no,307,16
1694,25,214,4,14,yes,yes,yes,307,16
2499,66,528,8,15,yes,no,yes,307,16
1559,33,212,4,14,no,no,yes,307,16
2590,50,528,16,14,yes,no,yes,307,16
2720,100,528,8,14,yes,no,yes,307,16
1570,33,340,4,15,no,no,yes,307,16
2743,100,426,8,14,yes,yes,yes,307,16
2189,33,212,4,15,no,no,no,307,16
2090,75,214,4,14,no,no,yes,307,16
1944,25,426,8,14,yes,no,yes,307,16
1529,33,170,4,14,yes,yes,yes,307,16
2494,25,528,16,14,yes,yes,yes,307,16
2499,100,340,8,14,yes,no,yes,307,16
2595,66,530,16,15,yes,no,yes,307,16
1558,33,212,4,14,yes,yes,yes,307,16
1395,25,340,8,14,no,no,yes,307,16
1625,33,240,4,14,no,no,no,307,16
2309,33,120,4,17,no,no,no,307,16
1695,33,425,8,15,no,no,yes,307,16
1844,33,214,4,14,no,no,yes,307,16
2425,66,530,16,15,no,no,yes,307,16
2550,66,340,8,15,yes,yes,yes,307,16
1995,50,212,8,14,yes,yes,yes,307,16
1765,66,340,4,14,yes,no,yes,307,16
1890,75,107,2,15,no,no,yes,307,16
1595,33,340,8,14,no,no,yes,307,16
1995,100,107,2,14,no,no,yes,307,16
2949,100,527,16,15,yes,no,yes,307,16
1494,25,107,2,14,yes,yes,yes,307,16
2490,75,426,8,14,yes,no,yes,307,16
1894,50,420,4,15,yes,no,yes,307,16
2495,50,528,16,14,yes,no,yes,307,16
2149,66,212,4,14,no,no,no,307,16
2244,50,426,8,14,yes,no,yes,307,16
3229,66,527,8,14,no,no,no,307,16
2490,33,528,16,15,yes,no,yes,307,16
2425,100,425,8,15,yes,no,yes,307,16
1890,25,426,8,14,yes,no,yes,307,16
2044,25,426,8,14,yes,no,yes,307,16
2290,25,528,16,14,yes,no,yes,307,16
1790,50,214,4,15,no,no,yes,307,16
3397,66,450,16,15,yes,yes,yes,307,16
2595,66,528,16,14,yes,no,yes,307,16
2259,50,340,4,14,no,no,no,307,16
2075,66,425,8,15,yes,no,yes,307,16
1195,25,107,2,14,no,no,yes,339,17
2999,100,527,16,15,yes,no,yes,339,17
1795,25,426,8,14,yes,no,yes,339,17
1599,33,210,4,14,yes,no,yes,339,17
1644,25,214,4,14,no,no,yes,339,17
1639,33,120,4,14,no,no,no,339,17
2690,100,426,8,14,yes,no,yes,339,17
1644,50,107,2,14,no,no,yes,339,17
2694,75,426,8,14,yes,yes,yes,339,17
1690,66,107,2,15,no,no,yes,339,17
1465,66,210,4,14,no,no,yes,339,17
1790,50,214,4,14,no,no,yes,339,17
3129,66,527,8,14,no,no,no,339,17
1690,33,340,4,14,yes,yes,yes,339,17
2195,25,528,16,14,yes,no,yes,339,17
2344,66,426,8,14,yes,no,yes,339,17
1999,33,420,8,14,yes,no,yes,339,17
1995,33,340,8,15,yes,no,yes,339,17
2299,100,452,8,15,yes,no,yes,339,17
3244,100,528,16,14,yes,no,yes,339,17
2249,100,420,8,14,yes,no,yes,339,17
1995,33,540,8,14,yes,no,yes,339,17
2499,66,340,4,14,no,no,no,339,17
2625,66,530,8,17,yes,no,yes,339,17
2095,50,426,8,14,yes,no,yes,339,17
1795,75,107,2,14,no,no,yes,339,17
1799,66,212,4,14,no,no,yes,339,17
1844,66,107,2,14,no,no,yes,339,17
2365,66,540,8,15,yes,no,yes,339,17
1689,25,212,4,14,no,no,no,339,17
1995,66,340,8,14,yes,yes,yes,339,17
2044,75,107,2,14,no,no,yes,339,17
1999,33,212,4,15,no,no,no,339,17
1795,66,340,8,14,no,no,yes,339,17
2394,50,426,8,14,yes,yes,yes,339,17
1295,33,340,4,14,no,no,yes,339,17
2609,33,212,4,17,no,no,no,339,17
1944,66,214,4,14,no,no,yes,339,17
1890,25,426,8,15,yes,no,yes,339,17
2469,33,340,4,15,no,no,no,339,17
2144,75,214,4,14,no,no,yes,339,17
1495,50,107,2,14,no,no,yes,339,17
1644,33,107,2,14,no,no,yes,339,17
2669,50,340,8,14,no,no,no,339,17
1899,50,340,8,15,yes,no,yes,339,17
2090,33,528,8,14,yes,no,yes,339,17
1879,33,340,8,15,yes,no,yes,339,17
2429,100,420,8,15,yes,no,yes,339,17
1695,50,340,8,14,no,no,yes,339,17
2995,100,528,16,14,yes,no,yes,339,17
2265,100,340,8,15,no,no,yes,339,17
1559,33,212,4,14,no,no,yes,339,17
1495,33,340,4,14,yes,no,yes,339,17
1589,25,212,4,14,no,no,no,339,17
2259,50,340,4,14,no,no,no,339,17
2215,100,425,8,15,no,no,yes,339,17
1795,100,210,4,14,no,no,yes,339,17
1849,33,212,4,14,no,no,no,339,17
2190,50,426,8,14,yes,no,yes,339,17
1794,33,340,4,14,yes,yes,yes,339,17
1690,33,214,4,14,no,no,yes,339,17
1844,50,214,4,14,no,no,yes,339,17
2090,75,214,4,15,no,no,yes,339,17
2344,100,214,4,14,no,no,yes,339,17
1260,33,210,4,15,no,no,yes,339,17
2144,100,107,2,14,no,no,yes,339,17
2199,100,340,8,14,no,no,yes,339,17
2029,33,420,8,14,yes,yes,yes,339,17
2509,50,340,4,15,no,no,no,339,17
1490,25,214,4,15,no,no,yes,339,17
2065,66,540,8,15,no,no,yes,339,17
1899,33,420,8,14,yes,no,yes,339,17
1495,33,340,4,14,no,no,yes,339,17
1890,25,426,8,14,yes,no,yes,339,17
2215,66,425,8,15,yes,yes,yes,339,17
2090,100,107,2,14,no,no,yes,339,17
2299,100,425,8,14,no,no,yes,339,17
2904,66,340,8,17,yes,no,yes,339,17
2425,66,340,8,17,yes,yes,yes,339,17
1999,66,340,8,15,yes,no,yes,339,17
2115,66,340,8,15,yes,no,yes,339,17
2744,66,528,16,14,yes,no,yes,339,17
1999,33,420,8,15,yes,no,yes,339,17
1795,33,425,8,15,no,no,yes,339,17
2290,66,426,8,14,yes,no,yes,339,17
1890,66,214,4,15,no,no,yes,339,17
2090,75,214,4,14,no,no,yes,339,17
1550,66,210,4,15,no,no,yes,339,17
1890,75,107,2,15,no,no,yes,339,17
2894,100,426,8,14,yes,yes,yes,339,17
1490,33,107,2,14,no,no,yes,339,17
2244,50,426,8,14,yes,no,yes,339,17
2544,33,528,16,14,yes,no,yes,339,17
2695,66,528,8,15,yes,no,yes,339,17
1915,66,425,8,15,no,no,yes,339,17
2890,75,528,16,14,yes,no,yes,339,17
2244,75,214,4,14,no,no,yes,339,17
1399,33,210,4,14,yes,no,yes,339,17
2399,66,212,4,15,no,no,no,339,17
2444,25,528,16,14,yes,no,yes,339,17
3799,66,527,8,17,no,no,no,339,17
1395,33,107,2,14,no,no,yes,339,17
2944,75,528,16,14,yes,no,yes,339,17
1495,50,214,4,14,no,no,yes,339,17
3144,100,528,16,14,yes,no,yes,339,17
1595,66,107,2,14,no,no,yes,339,17
2590,50,528,16,14,yes,no,yes,339,17
2644,75,426,8,14,yes,no,yes,339,17
1590,50,107,2,14,no,no,yes,339,17
1945,66,340,8,15,no,no,yes,339,17
1995,33,426,8,14,yes,no,yes,339,17
1529,33,210,4,14,yes,yes,yes,339,17
2425,100,425,8,15,yes,yes,yes,339,17
2349,100,420,8,15,yes,no,yes,339,17
2144,33,426,8,14,yes,no,yes,339,17
2925,100,530,8,17,yes,no,yes,339,17
2249,66,212,4,14,no,no,no,339,17
2095,100,425,8,15,no,no,yes,339,17
2094,25,426,8,14,yes,yes,yes,339,17
2344,50,426,8,14,yes,no,yes,339,17
1744,33,214,4,14,no,no,yes,339,17
2195,100,214,4,14,no,no,yes,339,17
1890,66,214,4,14,no,no,yes,339,17
2794,50,528,16,14,yes,yes,yes,339,17
2309,33,120,4,17,no,no,no,339,17
1825,33,340,8,15,no,no,yes,339,17
2845,100,540,8,17,yes,no,yes,339,17
3499,100,1000,16,15,yes,no,yes,339,17
1515,33,210,4,14,yes,no,yes,339,17
2558,100,425,8,14,yes,yes,yes,339,17
2690,100,528,8,14,yes,no,yes,339,17
2244,100,107,2,14,no,no,yes,339,17
2694,33,528,16,14,yes,yes,yes,339,17
3239,50,340,8,17,no,no,no,339,17
1849,33,340,4,14,no,no,no,339,17
2644,33,528,16,14,yes,no,yes,339,17
2195,66,426,8,14,yes,no,yes,339,17
2419,33,212,4,17,no,no,no,339,17
2569,50,340,8,14,no,no,no,339,17
3019,66,340,8,15,no,no,no,339,17
3149,66,527,16,17,yes,no,yes,339,17
2090,33,426,8,14,yes,no,yes,339,17
2545,100,530,8,15,yes,yes,yes,339,17
1345,33,210,4,14,yes,no,yes,339,17
2259,25,212,4,17,no,no,no,339,17
2590,50,528,16,15,yes,no,yes,339,17
2345,33,425,8,17,yes,yes,yes,339,17
3049,100,527,16,15,yes,no,yes,339,17
2744,50,528,16,14,yes,no,yes,339,17
2395,33,528,16,14,yes,no,yes,339,17
2379,100,420,8,14,yes,yes,yes,339,17
2645,66,540,8,17,yes,no,yes,339,17
1594,33,340,4,15,yes,no,yes,339,17
2445,66,425,8,17,yes,yes,yes,339,17
2099,33,420,8,14,yes,no,yes,339,17
3090,100,528,16,14,yes,no,yes,339,17
2575,100,530,8,15,yes,no,yes,339,17
1739,33,120,4,14,no,no,no,339,17
2044,25,426,8,14,yes,no,yes,339,17
2425,33,540,8,17,yes,no,yes,339,17
2290,100,214,4,14,no,no,yes,339,17
1839,25,212,4,15,no,no,no,339,17
1890,25,528,8,14,yes,no,yes,339,17
1290,25,107,2,15,no,no,yes,339,17
2290,25,528,16,14,yes,no,yes,339,17
2399,100,420,8,14,yes,no,yes,339,17
2595,66,528,16,14,yes,no,yes,339,17
2494,25,528,16,14,yes,yes,yes,339,17
2435,100,340,8,15,yes,no,yes,339,17
2844,100,426,8,14,yes,no,yes,339,17
2989,66,424,8,14,no,no,no,339,17
2545,100,425,8,15,yes,yes,yes,339,17
2343,66,426,8,14,yes,yes,yes,339,17
1249,25,100,4,14,no,no,no,339,17
1890,75,107,2,14,no,no,yes,339,17
2179,66,425,8,14,no,no,yes,339,17
1939,33,212,4,14,no,no,no,339,17
2390,50,420,8,15,yes,yes,yes,339,17
1595,33,214,4,14,no,no,yes,339,17
2929,50,340,4,17,no,no,no,339,17
1945,33,540,8,15,no,no,yes,339,17
2175,33,340,8,17,no,no,yes,339,17
3129,100,527,16,15,yes,yes,yes,339,17
1625,33,240,4,14,no,no,no,339,17
2355,66,340,8,15,yes,no,yes,339,17
1925,33,340,4,17,no,no,yes,339,17
3090,100,528,16,15,yes,no,yes,339,17
2299,66,340,16,15,yes,no,yes,339,17
3099,100,527,16,15,yes,no,yes,339,17
2490,33,528,16,15,yes,no,yes,339,17
2615,100,530,8,15,yes,no,yes,339,17
2189,33,212,4,15,no,no,no,339,17
2743,100,426,8,14,yes,yes,yes,339,17
1399,33,210,4,14,no,no,yes,339,17
2699,100,450,8,15,yes,no,yes,339,17
1599,50,340,4,14,no,no,yes,339,17
2149,66,212,4,14,no,no,no,339,17
2499,100,420,8,14,yes,no,yes,339,17
2495,50,528,16,14,yes,no,yes,339,17
2343,66,426,8,14,yes,yes,yes,339,17
2190,50,426,8,15,yes,no,yes,339,17
1844,33,214,4,14,no,no,yes,339,17
2690,100,426,8,15,yes,no,yes,339,17
1344,25,107,2,14,no,no,yes,339,17
1695,50,214,4,14,no,no,yes,339,17
1175,33,210,4,14,no,no,yes,339,17
1995,75,214,4,14,no,no,yes,339,17
1944,75,107,2,14,no,no,yes,339,17
2849,66,527,16,15,yes,no,yes,339,17
2544,75,426,8,14,yes,no,yes,339,17
3659,66,424,8,17,no,no,no,339,17
1749,33,212,4,14,no,no,no,339,17
3439,66,340,8,17,no,no,no,339,17
1944,50,214,4,14,no,no,yes,339,17
1990,50,420,4,14,yes,yes,yes,339,17
3349,100,527,16,17,yes,no,yes,339,17
2395,75,426,8,14,yes,no,yes,339,17
2495,100,540,8,15,yes,no,yes,339,17
2615,100,340,8,17,no,no,yes,339,17
3089,66,424,8,14,no,no,no,339,17
3294,100,528,16,14,yes,yes,yes,339,17
2127,33,540,8,14,yes,yes,yes,339,17
1444,25,107,2,14,no,no,yes,339,17
2244,33,426,8,14,yes,no,yes,339,17
2644,50,528,16,14,yes,no,yes,339,17
2315,66,530,8,15,yes,no,yes,339,17
2665,100,540,8,15,yes,no,yes,339,17
3239,66,424,8,15,no,no,no,339,17
2275,66,530,8,15,yes,no,yes,339,17
2490,75,426,8,14,yes,no,yes,339,17
2427,66,540,8,15,yes,yes,yes,339,17
2690,66,528,16,14,yes,no,yes,339,17
1509,25,120,4,15,no,no,no,339,17
2899,66,527,16,15,yes,no,yes,339,17
2195,66,426,8,14,yes,no,yes,339,17
2044,66,214,4,14,no,no,yes,339,17
1490,33,107,2,15,no,no,yes,339,17
2344,25,528,16,14,yes,no,yes,339,17
2894,66,528,16,14,yes,yes,yes,339,17
2819,50,340,8,15,no,no,no,339,17
1944,25,426,8,14,yes,no,yes,339,17
3094,75,528,16,14,yes,yes,yes,339,17
2095,66,425,8,15,yes,yes,yes,339,17
1965,100,210,4,14,yes,no,yes,339,17
3299,66,1000,16,15,yes,no,yes,339,17
2090,100,107,2,15,no,no,yes,339,17
2190,50,528,8,14,yes,no,yes,339,17
1345,33,210,4,14,no,no,yes,339,17
3304,66,420,16,17,yes,no,yes,339,17
1499,33,210,4,14,yes,no,yes,339,17
1725,33,340,4,17,no,no,yes,339,17
2290,66,426,8,15,yes,no,yes,339,17
2115,33,530,8,15,yes,yes,yes,339,17
1690,33,214,4,15,no,no,yes,339,17
1595,33,214,4,14,no,no,yes,339,17
1595,33,340,8,14,no,no,yes,339,17
1675,33,425,8,15,no,no,yes,339,17
1744,66,107,2,14,no,no,yes,339,17
3379,66,527,8,15,no,no,no,339,17
2744,100,426,8,14,yes,no,yes,339,17
1259,25,120,4,14,no,no,no,339,17
2449,100,420,8,14,yes,no,yes,339,17
2889,33,340,4,17,no,no,no,339,17
1744,50,107,2,14,no,no,yes,339,17
1635,66,210,4,14,yes,no,yes,339,17
1929,25,120,4,17,no,no,no,339,17
2627,100,540,8,15,yes,yes,yes,339,17
2744,50,420,8,17,yes,no,yes,339,17
1999,50,340,4,14,yes,yes,yes,339,17
1795,66,425,8,15,no,no,yes,339,17
2819,66,212,4,17,no,no,no,339,17
2890,75,528,16,15,yes,no,yes,339,17
1499,33,210,4,15,yes,no,yes,339,17
2295,66,540,8,15,yes,no,yes,339,17
2290,66,528,8,14,yes,no,yes,339,17
2690,66,528,16,15,yes,no,yes,339,17
1595,66,214,4,14,no,no,yes,339,17
1359,25,120,4,14,no,no,no,339,17
2490,75,426,8,15,yes,no,yes,339,17
2490,75,528,8,14,yes,no,yes,339,17
1995,33,426,8,14,yes,no,yes,339,17
2115,33,425,8,15,yes,yes,yes,339,17
2124,33,240,4,14,yes,yes,no,339,17
1795,50,420,4,14,yes,no,yes,339,17
3229,66,527,8,14,no,no,no,339,17
2775,100,425,8,17,yes,yes,yes,339,17
1395,25,340,8,14,no,no,yes,339,17
1899,66,340,8,15,no,no,yes,339,17
1490,25,214,4,14,no,no,yes,339,17
2775,66,420,16,15,yes,no,yes,339,17
2359,50,340,4,14,no,no,no,339,17
1544,25,214,4,14,no,no,yes,339,17
2795,75,528,16,14,yes,no,yes,339,17
1995,33,425,8,15,yes,yes,yes,339,17
2494,66,426,8,14,yes,yes,yes,339,17
2970,66,420,16,15,yes,yes,yes,339,17
2444,100,214,4,14,no,no,yes,339,17
2529,100,420,8,14,yes,yes,yes,339,17
2769,66,340,8,14,no,no,no,339,17
1544,33,107,2,14,no,no,yes,339,17
1995,100,107,2,14,no,no,yes,339,17
2595,100,426,8,14,yes,no,yes,339,17
3044,75,528,16,14,yes,no,yes,339,17
1395,33,214,4,14,no,no,yes,339,17
2444,66,426,8,14,yes,no,yes,339,17
2294,33,426,8,14,yes,yes,yes,339,17
1795,66,214,4,14,no,no,yes,339,17
1430,33,210,4,15,no,no,yes,339,17
1889,33,120,4,15,no,no,no,339,17
2290,100,214,4,15,no,no,yes,339,17
2215,66,530,8,15,yes,yes,yes,339,17
2799,66,527,16,15,yes,no,yes,339,17
2295,66,340,8,17,no,no,yes,339,17
2195,50,420,8,15,yes,no,yes,339,17
1594,33,340,4,14,yes,yes,yes,339,17
1290,25,107,2,14,no,no,yes,339,17
2319,33,340,4,14,no,no,no,339,17
2039,33,212,4,14,no,no,no,339,17
1395,25,214,4,14,no,no,yes,339,17
2929,66,527,16,15,yes,yes,yes,339,17
1690,66,107,2,14,no,no,yes,339,17
1590,50,107,2,15,no,no,yes,339,17
2844,66,528,16,14,yes,no,yes,339,17
2490,33,528,16,14,yes,no,yes,339,17
1195,25,214,4,14,no,no,yes,339,17
2869,66,340,8,14,no,no,no,339,17
2385,100,540,8,15,no,no,yes,339,17
1880,100,210,4,15,no,no,yes,339,17
2349,100,420,8,14,yes,no,yes,339,17
2550,66,340,8,15,yes,yes,yes,339,17
1495,33,340,4,14,yes,yes,yes,339,17
1790,50,214,4,15,no,no,yes,339,17
2090,33,426,8,15,yes,no,yes,339,17
1894,50,420,4,15,yes,no,yes,339,17
2143,33,426,8,14,yes,yes,yes,339,17
2219,33,340,4,14,no,no,no,339,17
